dataset_id,contrast,lineage,source_state,program_id,score_method,cell_gate,analysis_tier,n_control,n_case,mean_control,mean_case,mean_difference,pooled_sd,hedges_g,robust_se_g_hc3,robust_ci95_low,robust_ci95_high,effect_status
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_MES_SAMES,singscore,20,sensitivity,5,4,0.5279210571605841,0.674962151428468,0.14704109426788392,0.11918463797748373,1.096644644165283,0.6397817030283897,-0.1573274937703606,2.3506167821009267,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_MES_SAMES,standardized_mean,30,primary,3,4,-0.040299485745993326,0.19286897585272353,0.23316846159871685,0.3646286319210367,0.5384996446390711,0.8558950537688425,-1.13905466074786,2.2160539500260024,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_MES_SAMES,standardized_mean,20,sensitivity,5,4,-0.18295606549167404,0.19286897585272353,0.37582504134439754,0.341820042499841,0.9773174825387767,0.6433962057343416,-0.2837390807005329,2.2383740457780865,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_MES_VSMC,singscore,30,primary,3,4,0.4247096570560853,0.5366063240458385,0.1118966669897532,0.09105605276222893,1.0348435863780885,0.8755702335207192,-0.6812740713225209,2.750961244078698,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_MES_VSMC,singscore,20,sensitivity,5,4,0.34753447705961443,0.5366063240458385,0.1890718469862241,0.11754579661190995,1.4297734911154298,0.6113216404671344,0.23158307579984627,2.627963906431013,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_MES_VSMC,standardized_mean,30,primary,3,4,-0.06017322659380606,0.08914003397914216,0.14931326057294822,0.2912976056525372,0.43164612460881957,0.8580778353816898,-1.2501864327392922,2.1134786819569316,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_MES_VSMC,standardized_mean,20,sensitivity,5,4,-0.3391620739956868,0.08914003397914216,0.428302107974829,0.40781376705680705,0.9335461811751015,0.6128210845273769,-0.26758314449855736,2.1346755068487604,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_SAMES_A,singscore,30,primary,3,4,0.6909495029400942,0.7878971651946325,0.09694766225453832,0.0834278924485767,0.9785712456505127,0.8557018816493812,-0.6986044423822744,2.6557469336832997,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_SAMES_A,singscore,20,sensitivity,5,4,0.6759110972720732,0.7878971651946325,0.11198606792255927,0.07223504809508871,1.3780453410328293,0.6526038753698785,0.09894174530786737,2.657148936757791,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_SAMES_A,standardized_mean,30,primary,3,4,-0.14482757899551196,0.179538670070517,0.32436624906602896,0.23499882251076956,1.1623484858813262,0.7281343912522619,-0.2647949209731071,2.5894918927357597,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_SAMES_A,standardized_mean,20,sensitivity,5,4,-0.16842143960286865,0.179538670070517,0.34796010967338564,0.2014415989297449,1.5354220623174408,0.7312628972388283,0.10214678372933728,2.9686973409055444,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_SAMES_B,singscore,30,primary,3,4,0.4737103068769719,0.5525672107971418,0.07885690392016986,0.12317695819762378,0.539109057401553,0.8844014825411569,-1.1943178483791144,2.2725359631822206,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_SAMES_B,singscore,20,sensitivity,5,4,0.42840891697410644,0.5525672107971418,0.12415829382303534,0.11732681360551295,0.9406454027957369,0.6248944990262827,-0.28414781529577704,2.165438620887251,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_SAMES_B,standardized_mean,30,primary,3,4,0.04012448505955205,0.1427625222387904,0.10263803717923836,0.4032555250525852,0.21433564065256494,0.9187732968306553,-1.5864600211355195,2.0151313024406496,ESTIMATED
GSE256398_human,mash_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,cluster_37,RAM2019_SAMES_B,standardized_mean,20,sensitivity,5,4,-0.10737649241656437,0.1427625222387904,0.25013901465535476,0.38713434981844436,0.5743375417578781,0.6029673519691122,-0.6074784681015818,1.7561535516173379,ESTIMATED
