dataset_id,contrast,lineage,program_id,score_method,n_control,n_case,hedges_g,robust_ci95_width,minimum_detectable_cohens_d_80_power,balanced_n_per_group_for_observed_absolute_g_80_power
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_1,standardized_mean,3,3,0.5214032429996801,3.136000000000001,2.2874847517668964,58.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_2,singscore,3,3,1.2871053305234623,3.135999999999999,2.2874847517668964,10.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_2,standardized_mean,3,3,2.290121755215428,3.135999999999997,2.2874847517668964,3.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_3,singscore,3,3,0.908631230241128,3.136000000000001,2.2874847517668964,20.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_3,standardized_mean,3,3,1.911181927606495,3.136000000000001,2.2874847517668964,5.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_4,singscore,3,3,1.1527881948365597,3.136000000000001,2.2874847517668964,12.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_4,standardized_mean,3,3,1.7467108328714656,3.136000000000001,2.2874847517668964,6.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_5,singscore,3,3,0.3309003849010782,3.136000000000001,2.2874847517668964,144.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_5,standardized_mean,3,3,0.296301478258994,3.136000000000001,2.2874847517668964,179.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,3,3,1.3250211910487617,3.136,2.2874847517668964,9.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,3,3,2.409296065992554,3.1359999999999992,2.2874847517668964,3.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_7_SAENDO2,singscore,3,3,-5.793360116869337,3.1359999999999992,2.2874847517668964,3.0
GSE290642_human,f4_vs_f0_reconstructed_label_sensitivity,endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,3,3,-1.0426791211555384,3.1359999999999992,2.2874847517668964,15.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_1,singscore,5,9,-0.4717636124372683,1.632163505182371,1.56264957528258,71.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_1,standardized_mean,5,9,-0.5628947900861981,1.6102798584451885,1.56264957528258,50.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_2,singscore,5,9,1.3010493247878143,1.804007285342096,1.56264957528258,10.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_2,standardized_mean,5,9,1.0878967360688914,1.9921193633742595,1.56264957528258,14.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_3,singscore,5,9,0.8068654589998392,1.8906061899061617,1.56264957528258,25.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_3,standardized_mean,5,9,0.1848805644389786,1.755187075825265,1.56264957528258,460.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_4,singscore,5,9,0.5141765013072546,1.8798704836393365,1.56264957528258,60.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_4,standardized_mean,5,9,0.1683545303971469,1.7695167590542331,1.56264957528258,554.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_5,singscore,5,9,0.97562033432879,2.0777484305498537,1.56264957528258,17.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_5,standardized_mean,5,9,0.7365255283657545,2.1095390015194635,1.56264957528258,29.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,5,9,1.3746099102030986,1.9187870381096503,1.56264957528258,9.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,5,9,1.2209589503446074,2.0362579660255617,1.56264957528258,11.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_7_SAENDO2,singscore,5,9,0.8560356842379055,2.178234045378176,1.56264957528258,22.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,5,9,0.3988211627761076,2.474230456996481,1.56264957528258,99.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,4,9,1.5503373785113923,2.0539702104951245,1.683543192748045,7.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,4,9,1.3822654710711844,1.766911339291499,1.683543192748045,9.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,4,9,1.2199682249822512,2.437876859743387,1.683543192748045,11.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,4,9,0.8527719158602027,2.0920826167238795,1.683543192748045,22.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,4,9,-0.0825405521100664,2.528744828656336,1.683543192748045,
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,4,9,-0.3149160479129913,2.335904319539694,1.683543192748045,159.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,4,9,0.3233583113066843,3.487028967735645,1.683543192748045,151.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,4,9,-0.1321055072410803,2.843258797685958,1.683543192748045,900.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,4,9,1.5758406442880772,2.756039755840507,1.683543192748045,7.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,4,9,1.4990347422823966,2.494784779660728,1.683543192748045,7.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,4,9,0.9767073960468012,2.213506529992889,1.683543192748045,17.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,4,9,0.493248390952981,1.8717126055379745,1.683543192748045,65.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,5,9,0.9719416366375484,2.5863783432532976,1.56264957528258,17.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,5,9,0.5317714518829826,2.654580081354646,1.56264957528258,56.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,5,9,1.6409978879791378,1.714396824372721,1.56264957528258,6.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,5,9,1.0677399690535605,2.2184461543394765,1.56264957528258,14.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,5,9,1.274696001968618,2.1204054393381533,1.56264957528258,10.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,5,9,0.9686408196008344,2.314556361921404,1.56264957528258,17.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,5,9,-0.2145987451006706,2.173416154643972,1.56264957528258,341.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,5,9,-0.3696925185263168,1.9859015936585984,1.56264957528258,115.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,5,9,0.9629344957455948,2.377178370961916,1.56264957528258,17.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,5,9,0.9406794938950424,2.1747869052623585,1.56264957528258,18.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,5,9,1.2358030676211147,2.046906691613357,1.56264957528258,11.0
GSE244832,mash_f2f4_group_vs_normal_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,5,9,0.6017300926284866,2.3752304098026604,1.56264957528258,44.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_1,singscore,3,3,-33.01146738418802,3.135999999999996,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_1,standardized_mean,3,3,-13.128971485123806,3.1359999999999992,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_2,singscore,3,3,-7.129187005210729,3.1359999999999983,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_2,standardized_mean,3,3,-3.857775496374381,3.136000000000001,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_3,singscore,3,3,-15.42479595461046,3.135999999999997,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_3,standardized_mean,3,3,-8.750554035198466,3.135999999999997,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_4,singscore,3,3,-19.34833686750592,3.1359999999999992,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_4,standardized_mean,3,3,-8.686322819203216,3.1359999999999992,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_5,singscore,3,3,-10.802798955552063,3.136000000000001,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_5,standardized_mean,3,3,-3.6952538962489054,3.136000000000001,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,3,3,-4.024766735964287,3.136,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,3,3,-2.008886909943152,3.1359999999999992,2.2874847517668964,4.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_7_SAENDO2,singscore,3,3,-2.136070985364689,3.136,2.2874847517668964,4.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,3,3,-0.9296488035711392,3.136000000000001,2.2874847517668964,19.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,3,3,-7.943289206202095,3.136000000000002,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,3,3,-4.712600453633689,3.135999999999999,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,3,3,-13.805279849429484,3.135999999999997,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,3,3,-6.347275142899014,3.1359999999999992,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,3,3,-26.02768811927765,3.136000000000003,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,3,3,-10.767662089808807,3.1359999999999992,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,3,3,-1.3393390932926967,3.136000000000001,2.2874847517668964,9.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,3,3,-0.0952687411299824,3.136000000000001,2.2874847517668964,
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,3,3,-20.7504275540513,3.13600000000001,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,3,3,-7.556628401069519,3.1359999999999992,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,3,3,-11.903216506692107,3.136000000000003,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,3,3,-3.953746397938424,3.136000000000002,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,3,3,-1.1763650378240822,3.136000000000002,2.2874847517668964,12.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,3,3,-0.984877753216956,3.136000000000002,2.2874847517668964,17.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,3,3,-3.546865540721757,3.136000000000002,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,3,3,-2.372889706371596,3.136000000000001,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,3,3,-5.065463719461603,3.136000000000001,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,3,3,-2.8533921004521354,3.136000000000002,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,3,3,-4.119705013263632,3.1359999999999992,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,3,3,-2.0427153446937587,3.136000000000001,2.2874847517668964,4.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,3,3,-10.764307551957163,3.136000000000001,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,3,3,-6.153481304818141,3.136000000000001,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,3,3,-5.135260457193389,3.1359999999999992,2.2874847517668964,3.0
GSE210077_Watson6,mixed_f2f4_fibrosis_vs_healthy_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,3,3,-2.347540185682812,3.136000000000001,2.2874847517668964,3.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_1,singscore,6,4,-1.7627838909072662,3.223329960126648,1.8084154821220664,6.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_1,standardized_mean,6,4,-3.086675362515976,3.2323417246934767,1.8084154821220664,3.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_2,singscore,6,4,2.285213754308762,2.5424490653211578,1.8084154821220664,4.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_2,standardized_mean,6,4,2.6730453255315254,2.4283261852706546,1.8084154821220664,3.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_3,singscore,6,4,-0.2799357529981034,3.116568955591207,1.8084154821220664,201.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_3,standardized_mean,6,4,-0.7184250738518533,2.8932081473551468,1.8084154821220664,31.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_4,singscore,6,4,-1.0165762629178765,3.1935506892415444,1.8084154821220664,16.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_4,standardized_mean,6,4,-1.062201507350612,3.2059404576348323,1.8084154821220664,14.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_5,singscore,6,4,0.1483205219986827,2.8895434625083856,1.8084154821220664,714.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_5,standardized_mean,6,4,0.9529132979947816,2.6579639728483824,1.8084154821220664,18.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,6,4,1.5899949495555807,2.6287592477798665,1.8084154821220664,7.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,6,4,2.0928595384102286,2.880905385374392,1.8084154821220664,4.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_7_SAENDO2,singscore,6,4,-0.7713954884566221,2.9843536450623738,1.8084154821220664,27.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,6,4,-0.468656201069601,2.7411638503417475,1.8084154821220664,72.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,6,4,0.3313143003690052,2.7517145899943127,1.8084154821220664,144.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,6,4,0.7688721435755081,2.699625077379949,1.8084154821220664,27.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,6,4,-1.1560365971091604,2.875982280298474,1.8084154821220664,12.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,6,4,-0.2937646602118597,2.4076854369379204,1.8084154821220664,182.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,6,4,-1.4858271369832168,3.2156996134077485,1.8084154821220664,8.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,6,4,-0.8925997495831398,3.147077526195296,1.8084154821220664,20.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,6,4,-0.90782563418359,3.0007105018467177,1.8084154821220664,20.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,6,4,-1.051161853044266,2.7756835968184563,1.8084154821220664,15.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,6,4,-0.2774641232253564,2.4530972603416275,1.8084154821220664,204.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,6,4,0.0664105132827775,2.120245759944977,1.8084154821220664,
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,6,4,-0.4920163004068936,2.642594732244345,1.8084154821220664,65.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,6,4,0.0447335287006061,2.653114894963902,1.8084154821220664,
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,6,4,0.3789006958783729,2.618263047607668,1.8084154821220664,110.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,6,4,0.097763424223502,2.7769984616842835,1.8084154821220664,
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,6,4,-0.8761011454393433,2.6210375831903856,1.8084154821220664,21.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,6,4,-0.769553285987072,2.2428445204022607,1.8084154821220664,27.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,6,4,-0.6017171383912758,2.410885571642924,1.8084154821220664,44.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,6,4,0.3324264329616073,2.420639281959432,1.8084154821220664,143.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,6,4,0.940733196977837,2.315019873087647,1.8084154821220664,18.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,6,4,1.429838059855573,2.280071379752705,1.8084154821220664,8.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,6,4,0.3143745922264389,2.653598514066037,1.8084154821220664,159.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,6,4,1.444192839239916,3.0299380824206423,1.8084154821220664,8.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,6,4,0.3459213702719354,2.504403627402572,1.8084154821220664,132.0
GSE256398_human,alcohol_cirrhosis_vs_healthy,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,6,4,0.3452424541821655,2.355088477079501,1.8084154821220664,132.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_1,singscore,6,4,-2.097915700135979,2.8470801020666308,1.8084154821220664,4.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_1,standardized_mean,6,4,-3.974359516707271,3.087980881233715,1.8084154821220664,3.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_2,singscore,6,4,2.725912731413995,2.390051064671296,1.8084154821220664,3.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_2,standardized_mean,6,4,2.123428734502565,2.54040778031636,1.8084154821220664,4.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_3,singscore,6,4,1.2995604896115605,2.736655243480662,1.8084154821220664,10.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_3,standardized_mean,6,4,0.2461692787472311,2.32289836927689,1.8084154821220664,260.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_4,singscore,6,4,0.4179527130340981,2.883368654201352,1.8084154821220664,90.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_4,standardized_mean,6,4,0.013610328312799,2.850003426890771,1.8084154821220664,
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_5,singscore,6,4,1.4291300124626656,2.4042665652245545,1.8084154821220664,8.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_5,standardized_mean,6,4,1.6107106658132395,2.4502263247115703,1.8084154821220664,7.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,6,4,2.107693360899347,2.1406285759739587,1.8084154821220664,4.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,6,4,2.9370609580935514,2.2481704099135285,1.8084154821220664,3.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_7_SAENDO2,singscore,6,4,0.3472594846913117,2.5954349767933453,1.8084154821220664,131.0
GSE256398_human,mash_cirrhosis_vs_healthy,endothelial,RAM2019_ENDO_7_SAENDO2,standardized_mean,6,4,0.4899239246601664,2.491457101448868,1.8084154821220664,66.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,6,4,1.2364740644165777,2.465156590981289,1.8084154821220664,11.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,6,4,1.551460333541458,2.344908087248877,1.8084154821220664,7.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,6,4,-0.6078477808916414,2.1365810713853106,1.8084154821220664,43.0
GSE256398_human,mash_cirrhosis_vs_healthy,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,6,4,0.0712746639896066,2.132149293779038,1.8084154821220664,
