dataset_id,contrast,program_id,lineage,score_method,n_control,n_case,unadjusted_standardized_beta,unadjusted_hc3_low,unadjusted_hc3_high,unadjusted_p,adjusted_standardized_beta,adjusted_hc3_low,adjusted_hc3_high,adjusted_p,sign_retained,magnitude_retention_ratio,adjusted_fdr_within_context_method,composition_stable,both_adjusted_intervals_positive
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_6_SAENDO1,endothelial,singscore,6,4,1.3441144596313803,0.2329935353736543,2.4552353838891063,0.0177401766850225,1.5314209960355962,0.5807673995467988,2.482074592524394,0.0015918771341883,True,1.13935311465631,0.015122832774789,True,True
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_6_SAENDO1,endothelial,standardized_mean,6,4,1.5210494931078822,0.4741565708422715,2.567942415373493,0.0044033767171438,1.6981864057905918,0.7218237964606747,2.6745490151205087,0.0006519530624882,True,1.1164570340974078,0.0061935540936381,True,True
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_7_SAENDO2,endothelial,singscore,6,4,-0.8205170562927222,-2.4077139639919896,0.7666798514065449,0.3109449262925019,-1.1718860195661982,-3.7672514687068994,1.423479429574503,0.3761570104358891,True,1.428228713320158,0.626869044925967,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_ENDO_7_SAENDO2,endothelial,standardized_mean,6,4,-0.5293807295033491,-2.077551131890294,1.018789672883596,0.50272930502261,-0.9091797243583672,-3.7529126007872535,1.9345531520705197,0.5308962818620413,True,1.7174401592051438,0.789242471470203,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,singscore,6,4,0.3814408147095388,-1.202578127253624,1.965459756672702,0.6369416335232194,0.7444920371468589,-0.4661694214826335,1.9551534957763512,0.228089378575323,True,1.9517891332991668,0.5417122741163923,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,standardized_mean,6,4,0.8183129593782374,-0.6182966282765248,2.254922547033,0.264232352844966,1.092012487962001,-0.299779612396523,2.483804588320525,0.1240893374568497,True,1.334468036277616,0.2619663790755717,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,singscore,6,4,-1.1115996683589782,-2.494315819811492,0.2711164830935353,0.1150967066625434,-1.0016627060860002,-3.0097423035973137,1.0064168914253135,0.3282327044562846,True,0.9011002203380696,0.6236421384669407,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,standardized_mean,6,4,-0.3396217985278401,-1.731386311305561,1.052142714249881,0.6324480689839636,-0.1330264378909982,-1.9639412268527752,1.6978883510707787,0.8867599416264739,True,0.3916899282308393,0.8927187487572055,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,singscore,6,4,-1.2962521031992236,-2.698958139245932,0.1064539328474847,0.0701018511598924,-1.042359846806384,-2.267365958795597,0.1826462651828293,0.095361903035991,True,0.8041335819118679,0.3623752315367659,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,standardized_mean,6,4,-0.9218076612484414,-2.546836222787044,0.7032209002901606,0.2662145556228236,-0.5780956570921146,-1.4046521530578984,0.2484608388736692,0.1704283163087528,True,0.6271326236420907,0.3238138009866305,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,singscore,6,4,-0.9338983226276206,-2.47734367096585,0.6095470257106087,0.2356441691969185,-0.5337195643009593,-1.0374667666712345,-0.0299723619306842,0.0378368599133221,True,0.5714964374272389,0.17972508458828,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,standardized_mean,6,4,-1.0408963892817875,-2.4151847661619104,0.3333919875983349,0.137671341169611,-0.6744530547625771,-1.3585505944444312,0.0096444849192769,0.0533141381553275,True,0.6479540727660182,0.1688281041585372,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,singscore,6,4,-0.3213103366048673,-1.7416840722835882,1.0990633990738536,0.6574893961861935,-0.0091355204287481,-0.9545033434709828,0.9362323026134866,0.9848886715963808,True,0.0284320776146786,0.9848886715963808,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,standardized_mean,6,4,0.0779228579189732,-1.1659736348095664,1.3218193506475129,0.902279281185472,0.2958012399940672,-0.8703038186715601,1.461906298659695,0.6190583038429374,True,3.79607791466852,0.789242471470203,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,singscore,6,4,-0.5536578833995557,-2.0404921660516253,0.9331763992525138,0.4654804592446431,-0.1925521482412104,-1.6061702288562132,1.2210659323737922,0.7894875799974739,True,0.3477818234229896,0.9375165012470004,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,standardized_mean,6,4,0.0525113701762555,-1.5046952980258437,1.609718038378355,0.9473028506868332,0.391627449234166,-1.170161355226937,1.953416253695269,0.6230861616870024,True,7.457955256540815,0.789242471470203,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,singscore,6,4,0.4336444135706178,-1.0646309343029945,1.9319197614442296,0.5705233230902902,0.0946969003548432,-1.707423064381244,1.8968168650909305,0.9179684459321454,True,0.2183745423470608,0.9689666929283758,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,0.1146026001060267,-1.5130574717828449,1.7422626719948984,0.8902384722635258,-0.15400989542739,-2.3922465053069626,2.084226714452183,0.8927187487572055,False,1.3438603948331438,0.8927187487572055,False,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,singscore,6,4,-0.908547157560626,-2.267600423535421,0.4505061084141688,0.1900981161325954,-0.8241886254407363,-2.72705412499412,1.078676874112647,0.3959172915321897,True,0.9071500786526204,0.626869044925967,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,-0.8189083073967266,-2.0122525782881207,0.3744359634946673,0.1786219227827908,-0.731777375547893,-2.61589625883898,1.152341507743193,0.4465083432615847,True,0.8936011137488409,0.7712416838154645,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,singscore,6,4,-0.6637892862975645,-1.993583562412495,0.6660049898173659,0.327892782239458,-0.698870446226737,-2.792035306913391,1.3942944144599168,0.5128482910307938,True,1.0528498435472582,0.7495475022757755,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,0.382671289535186,-1.0105830724516105,1.7759256515219826,0.5903467134250674,0.3426381408484376,-1.712751066834182,2.3980273485310573,0.7438671615476304,True,0.8953850216059457,0.8313809452591163,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,singscore,6,4,0.9595497852652468,-0.2211127177921211,2.1402122883226147,0.1111749721750856,1.0727356302758488,-0.4034607030298076,2.5489319635815053,0.154356629364573,True,1.1179572407275506,0.481392360723862,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,1.268599463525499,0.2571222164286166,2.280076710622381,0.013961940270579,1.3227756822202894,-0.0080552188044571,2.653606583245036,0.0513986249177642,True,1.0427055349245002,0.1688281041585372,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,singscore,6,4,0.3626398751971372,-1.1678601361891077,1.8931398865833824,0.6423565331395387,0.3276056013420287,-1.4602757168544045,2.115486919538462,0.7194873124880188,True,0.9033910050954456,0.911350595818157,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,1.275822913392252,-0.0625248219927767,2.614170648777281,0.0617017579696924,1.3870781863597008,0.0454857317209542,2.728670640998448,0.0427184461926722,True,1.0872027550215688,0.1688281041585372,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,singscore,6,4,0.3975634221627714,-1.0415776112522943,1.8367044555778371,0.5881967840544312,0.3173112523392336,-1.0913885703390367,1.726011075017504,0.6588566707542474,True,0.7981399561686016,0.89416262459505,True,False
GSE256398,alcohol_cirrhosis_vs_healthy,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,standardized_mean,6,4,0.3968159462639163,-0.9566338558198734,1.7502657483477062,0.5655283661867172,0.3111540636698715,-1.313661858027704,1.935969985367447,0.7074059935319641,True,0.7841269147559096,0.8313809452591163,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_1,endothelial,singscore,3,4,-1.0664569211434225,-2.3876528119969422,0.2547389697100972,0.1136282040666529,-0.4568315217000627,-5.272308546943323,4.3586455035431975,0.8524918162084615,True,0.428363783518102,0.975584523342138,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_1,endothelial,standardized_mean,3,4,-0.9607619241674824,-2.3376882847620672,0.4161644364271026,0.1714352965507837,-0.3695685741486147,-5.052020517732475,4.312883369435245,0.8770613507116545,True,0.3846619696850004,0.9562600190784591,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_2,endothelial,singscore,3,4,1.300528369675,-0.1018232538962016,2.702879993246201,0.0691120633441049,1.167732139249868,-1.382952146784525,3.718416425284261,0.3695534222852561,True,0.8978905546994586,0.975584523342138,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_2,endothelial,standardized_mean,3,4,1.179422102476964,-0.2187863533814718,2.5776305583354,0.0982684727961171,1.0929842012692228,-1.725861529501496,3.911829932039941,0.447270217771237,True,0.9267116488437782,0.9442371264059448,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_3,endothelial,singscore,3,4,1.4853764681752328,0.25349263878454,2.7172602975659257,0.0181119360590858,1.0741195708913498,-1.7971934312636106,3.9454325730463102,0.4634305795689317,True,0.7231295189500967,0.975584523342138,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_3,endothelial,standardized_mean,3,4,1.4637113791136045,0.4459961496006215,2.4814266086265877,0.0048183093898898,1.545849889298285,-0.6362149139246573,3.727914692521227,0.1649752501008697,True,1.0561166028745517,0.6582352295734621,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_4,endothelial,singscore,3,4,0.3231172754259359,-1.58027694734389,2.226511498195762,0.7393406798648687,0.3612182325501679,-7.434891691371723,8.157328156472058,0.9276412204613896,True,1.1179168061317892,0.975584523342138,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_4,endothelial,standardized_mean,3,4,-0.1294978227006049,-1.8377471433767816,1.578751497975572,0.8818831853344665,0.6828308302900138,-5.165710630289532,6.53137229086956,0.818997502333567,False,5.27291359846797,0.9562600190784591,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_5,endothelial,singscore,3,4,1.490298143793598,0.2029993568263857,2.7775969307608106,0.0232634410449658,1.5105184831694842,-0.872630619598596,3.893667585937565,0.2141212375961604,True,1.0135679826617878,0.975584523342138,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_5,endothelial,standardized_mean,3,4,1.3663039612185046,0.0172783414785047,2.7153295809585045,0.0471329340114669,1.4751749208331215,-0.9987188813914254,3.949068723057669,0.2425077161586439,True,1.0796828251288413,0.6582352295734621,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_6_SAENDO1,endothelial,singscore,3,4,1.1297473135222689,-0.6662539200354181,2.925748547079956,0.217609997805024,1.6000354362105735,-1.9959361965248403,5.196007068945987,0.3831503987665656,True,1.4162772657737634,0.975584523342138,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_6_SAENDO1,endothelial,standardized_mean,3,4,1.1530379177144787,-0.5174820113403307,2.823557846769288,0.176105194294262,1.3287601532589548,-1.9942507271839345,4.651771033701844,0.4331938604792025,True,1.1523993555153746,0.9442371264059448,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_7_SAENDO2,endothelial,singscore,3,4,-0.8282184646093813,-2.4934029212708846,0.836965992052122,0.3296337405641246,-1.0409211046344329,-2.0533861039879096,-0.0284561052809557,0.0438955023606435,True,1.256819485575427,0.4470652480303352,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_ENDO_7_SAENDO2,endothelial,standardized_mean,3,4,-0.6108972976764258,-2.451359706828242,1.2295651114753905,0.515320917862083,-0.4521238150234865,-2.297536734427774,1.3932891043808011,0.6310869616131013,True,0.7400979129276868,0.9562600190784591,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,singscore,3,4,0.8950164766222957,-0.671993155042321,2.4620261082869126,0.2629364112328415,1.0124939321741229,-0.1639370167574179,2.188924881105664,0.0916280195311787,True,1.131257310474524,0.5803107903641318,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,standardized_mean,3,4,1.1604449814994853,-0.1715905618890381,2.4924805248880086,0.0877261640580665,1.134673184214164,-0.3992909772027482,2.668637345631076,0.1471109900324865,True,0.9777914526787648,0.6582352295734621,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,singscore,3,4,-1.0528562537271329,-2.7738342586322458,0.6681217511779804,0.2304950437223358,0.2363607369956281,-2.2789582221339133,2.7516796961251693,0.8538736214464454,False,0.2244947837455553,0.975584523342138,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,standardized_mean,3,4,-1.007090010938411,-2.8986065396110794,0.8844265177342572,0.29669257226585,0.5007031852731767,-1.8194484385504572,2.82085480909681,0.6723096930090908,False,0.4971781864926047,0.9562600190784591,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,singscore,3,4,-1.4240739758045426,-2.6101744936904003,-0.2379734579186851,0.0186103726545032,-1.156768318464191,-3.1911817682754613,0.8776451313470792,0.2650832673291141,True,0.8122951041294502,0.975584523342138,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,standardized_mean,3,4,-1.5341802124410946,-2.6086870392859214,-0.4596733855962678,0.0051342661299181,-1.2838740844783147,-3.285906351815361,0.7181581828587318,0.2087828211872573,True,0.8368469845113515,0.6582352295734621,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,singscore,3,4,1.4024979317664643,0.1713205085010898,2.633675355031839,0.0255662629692401,0.6866798058783475,0.0089093328349971,1.364450278921698,0.0470594997926668,True,0.4896119918076923,0.4470652480303352,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,standardized_mean,3,4,1.63406219022567,0.6528250425565714,2.6152993378947684,0.0010984964700979,0.936140641207019,-0.3086336296382628,2.180914912052301,0.1404732893831526,True,0.5728916847881625,0.6582352295734621,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,singscore,3,4,1.273148379624926,-0.2329019011785036,2.779198660428356,0.0975402161661645,0.7516947472415824,-1.542798783360816,3.046188277843981,0.520800500417628,True,0.5904219486679425,0.975584523342138,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,standardized_mean,3,4,1.6672762804061505,0.7079306823275731,2.626621878484728,0.0006583906712074,1.5250526599479772,-0.6748438314285563,3.724949151324511,0.1742267075119544,True,0.9146970288430378,0.6582352295734621,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,singscore,3,4,-0.0424318487594155,-1.9257747803310672,1.840911082812236,0.9647777129088252,-0.4846693116055727,-2.17531893507456,1.2059803118634145,0.5741938957979204,True,11.422300130112191,0.975584523342138,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,standardized_mean,3,4,-0.2816931132698448,-2.0115817103344744,1.4481954837947848,0.7496020062208429,-1.2146937585113635,-2.334424030724449,-0.0949634862982782,0.0334844351410542,True,4.312117340787671,0.6362042676800301,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,singscore,3,4,-0.2600411478284848,-2.3268203305943063,1.8067380349373368,0.8052129723958508,-2.2407146565112024,-11.930814675627351,7.449385362604947,0.6503863499122589,True,8.616769596745163,0.975584523342138,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,-1.1017166836531826,-2.708923844280922,0.5054904769745565,0.1790936413616005,-2.195027405690298,-10.905178081934672,6.515123270554075,0.6213516442302158,True,1.992370124061121,0.9562600190784591,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,singscore,3,4,0.064330341138508,-1.9578729975014129,2.086533679778429,0.9502828946450254,0.699060872860988,-12.891948973366947,14.290070719088924,0.9196983908555194,True,10.866736604984856,0.975584523342138,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,0.2620179376949996,-1.7430003834351724,2.267036258825172,0.7978466778790771,1.1803584041058186,-13.205756451808291,15.566473260019931,0.8722391429362576,True,4.504876324459158,0.9562600190784591,True,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,singscore,3,4,0.3162993314202709,-1.6777666782174077,2.310365341057949,0.7558798594986599,0.5309682023724538,-11.02461213488676,12.086548539631668,0.9282393901763952,True,1.6786889810618966,0.975584523342138,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,0.9711212377256706,-0.6659790621081645,2.6082215375595057,0.2449658425366583,0.2551272259287676,-8.86197134861057,9.372225800468104,0.9562600190784591,True,0.2627140834920529,0.9562600190784591,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,singscore,3,4,1.0753583654846437,-0.6122133854957517,2.7629301164650397,0.2116812688296074,-0.9139071940527816,-8.188797373603204,6.360982985497642,0.8055082484894016,False,0.849862913969987,0.975584523342138,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,0.898515656670023,-0.8501507986623926,2.6471821120024384,0.313884330627311,-0.6105421611045752,-9.357572473584003,8.136488151374852,0.891182658269891,False,0.6795008596369899,0.9562600190784591,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,singscore,3,4,0.4796209820925737,-1.2623903130742216,2.2216322772593693,0.5894460582172714,-0.6704248167550445,-9.293250665859846,7.952401032349757,0.8788793246284298,False,1.3978221174353105,0.975584523342138,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,1.5304961282946152,0.3188435184165812,2.742148738172649,0.0132949430781149,1.0032848032384212,-6.074759061485633,8.081328667962476,0.7811487948487637,True,0.655529135089254,0.9562600190784591,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,singscore,3,4,0.9638340089224284,-0.835070032648115,2.762738050492972,0.2936502834802402,0.1498032591581448,-9.443858298878936,9.743464817195225,0.975584523342138,True,0.1554243342436377,0.975584523342138,False,False
GSE256398,mash_fibrosis_vs_masld_f0,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,standardized_mean,3,4,0.999880224343722,-0.6984259467140742,2.6981863954015184,0.2485195015436234,-0.4180717605122992,-7.640875784359977,6.804732263335378,0.9096745109744035,False,0.4181218413302487,0.9562600190784591,False,False
